title,genre,developer,critic_score,total_sales,release_date
Sonic Adventure 2,Platform,Sonic Team,8.9,0.12,2001-06-18
Disney's Peter Pan: Return to Never Land,Platform,Crawfish Interactive,4.0,0.11,2002-02-22
BoomBots,Fighting,The Neverhood,4.5,0.11,1999-12-02
Death Jr.: Root of Evil,Platform,Backbone Entertainment,7.3,0.11,2008-05-27
Master of the Monster Lair,Role-Playing,Global A Entertainment,6.9,0.11,2008-10-31
Spyborgs,Action,Bionic Games,6.3,0.11,2009-09-22
Dead Cells,Action,Motion Twin,9.3,0.11,2018-08-15
Brunswick Circuit Pro Bowling 2,Sports,Adrenalin Entertainment,7.0,0.11,2000-01-31
Sakura Wars,Adventure,Overworks,7.6,0.11,2000-05-25
Tom Clancy's Splinter Cell Trilogy,Action,Ubisoft,6.5,0.11,2011-09-27
Dementium II,Shooter,Renegade Kid,7.5,0.11,2010-05-04
Beaterator,Misc,Rockstar Leeds,7.9,0.11,2009-10-01
Phantasy Star Collection,Role-Playing,Digital Eclipse,7.9,0.11,2002-11-24
Calling,Adventure,Hudson Soft,4.8,0.11,2010-03-09
The King of Fighters '99,Fighting,SNK Corporation,7.0,0.11,2001-04-22
Mana Khemia: Student Alliance,Role-Playing,Gust,3.2,0.11,2009-03-10
Star Trek: Conquest,Strategy,Bethesda Softworks,6.3,0.11,2007-11-20
Night at the Museum: Battle of the Smithsonian,Action,"Pipeworks Software, Inc.",5.4,0.11,2009-05-05
Odama,Misc,VIVARIUM Inc.,6.5,0.11,2006-04-10
Rome: Total War,Strategy,The Creative Assembly,9.0,0.11,2004-09-22
Dark Souls: Remastered,Role-Playing,From Software,8.0,0.11,2018-05-25
The Polar Express,Adventure,Blue Tongue,3.3,0.11,2004-11-02
Classic NES Series: Bomberman,Puzzle,Hudson Soft,5.4,0.11,2004-06-02
Ivy the Kiwi?,Puzzle,PROPE,7.4,0.11,2010-08-24
TMNT,Action,Ubisoft Montreal,3.6,0.11,2007-03-20
Ring of Red,Strategy,Konami,8.0,0.11,2001-03-12
Overcooked Special Edition,Simulation,Ghost Town Games,8.4,0.11,2018-02-13
Rengoku: The Tower of Purgatory,Action,Neverland,4.7,0.11,2005-04-26
Retro Game Challenge,Action,Bandai Namco Games,8.1,0.11,2009-02-10
Patapon 2,Platform,Pyramid/JAPAN Studio,8.2,0.11,2009-05-05
Panzer Dragoon Saga,Role-Playing,Team Andromeda,9.1,0.11,1998-04-30
Contra Advance: The Alien Wars EX,Shooter,Konami,6.7,0.11,2002-11-03
Hail to the Chimp,Misc,Wideload Games,7.0,0.11,2008-06-24
Arcade Party Pak,Misc,Digital Eclipse,7.6,0.11,1999-09-30
Zubo,Misc,EA Bright Light,7.5,0.11,2009-03-10
"Prinny 2: Dawn of Operation Panties, Dood!",Platform,Nippon Ichi Software,6.3,0.11,2011-01-11
Prinny: Can I Really Be the Hero?,Platform,Nippon Ichi Software,7.2,0.11,2009-02-17
Brave Story: New Traveler (US sales),Role-Playing,Game Republic,7.5,0.11,2007-07-31
Planet 51,Action,Pyro Studios,5.7,0.11,2009-11-17
Batman & Robin,Action,Probe,5.4,0.11,1998-07-31
Pokémon Rumble World,Action,Ambrella,7.0,0.11,2015-04-08
Trauma Center: Under the Knife 2,Simulation,Atlus Co.,8.2,0.11,2008-07-02
NASCAR '14,Racing,Eutechnyx,7.0,0.11,2014-02-18
Breakout,Puzzle,Supersonic Software,4.9,0.11,2000-09-22
The BIGS,Sports,Blue Castle Games,7.6,0.11,2007-06-25
Pinball Hall of Fame: The Williams Collection,Misc,FarSight Studios,8.0,0.11,2008-02-26
Ys VIII: Lacrimosa of Dana,Role-Playing,Nihon Falcom Corporation,8.5,0.11,2018-06-26
Darkspore,Role-Playing,Maxis,6.6,0.11,2011-04-26
The Scorpion King: Rise of the Akkadian,Action,Point of View,5.2,0.11,2002-09-11
Railroad Tycoon II,Strategy,Take-Two Interactive,6.6,0.11,2000-01-31
Dynasty Warriors Advance,Action,Koei,5.2,0.11,2005-08-29
A Witch's Tale,Role-Playing,Hit Maker,5.0,0.11,2009-10-06
Frogger: Helmet Chaos,Platform,Konami Computer Entertainment Hawaii,7.0,0.11,2005-09-29
Carnage Heart,Strategy,ArtDink,7.1,0.11,1997-01-31
Fighting Force 64,Action,Core Design Ltd.,5.2,0.11,1999-04-30
Shadow of Destiny,Adventure,Konami,6.8,0.11,2010-01-26
BlazBlue: Calamity Trigger Portable,Fighting,Arc System Works,7.9,0.11,2010-03-09
Gabrielle's Ghostly Groove 3D,Adventure,Natsume,7.5,0.11,2011-10-04
The Alliance Alive,Role-Playing,Cattle Call,7.3,0.11,2018-03-27
GT Advance 2: Rally Racing,Racing,MTO,7.6,0.11,2002-06-30
Cloudy With A Chance of Meatballs,Adventure,Ubisoft Shanghai,6.7,0.11,2009-09-15
Pimp My Ride,Racing,Eutechnyx,3.8,0.11,2006-12-06
Phantom Dust,Action,Microsoft Game Studios,8.2,0.11,2005-03-15
"Grand Theft Auto: Mission Pack #1, London 1969",Adventure,DMA Design,6.7,0.11,1999-04-30
Namco Museum Arcade Pac,Misc,Bandai Namco,7.8,0.11,2018-09-28
Banjo-Pilot,Racing,Rare Ltd.,6.2,0.1,2005-01-12
Dragon Ball: Evolution,Fighting,Dimps Corporation,3.4,0.1,2009-04-08
Ridge Racer 2,Racing,Namco Bandai Games,7.5,0.1,2020-12-31
Castlevania Double Pack,Platform,KCET,9.0,0.1,2006-01-11
Universal Studios Theme Parks Adventure,Misc,Kemco,5.1,0.1,2001-12-18
Darkest of Days,Shooter,8MonkeyLabs,4.6,0.1,2009-09-08
Mario vs. Donkey Kong: Tipping Stars,Puzzle,Nintendo Software Technology Corporation,6.45,0.1,2015-03-05
Disney's The Jungle Book,Platform,Visual Impact,5.0,0.1,2003-02-11
Yu-Gi-Oh! 5D's Wheelie Breakers,Racing,Konami,7.5,0.1,2009-05-19
JU-ON: The Grudge,Adventure,FeelPlus,4.0,0.1,2009-10-13
Ar tonelico: Melody of Elemia,Role-Playing,Gust,7.0,0.1,2007-02-06
Harvest Moon: Frantic Farming,Puzzle,Natsume,7.0,0.1,2009-08-25
Opoona,Role-Playing,ArtePiazza,6.4,0.1,2008-03-25
Cartoon Network: Punch Time Explosion,Fighting,Papaya Studios,5.6,0.1,2011-06-02
Disgaea Infinite,Adventure,Nippon Ichi Software,6.8,0.1,2010-06-08
Riviera: The Promised Land,Role-Playing,Sting,8.7,0.1,2005-06-28
Ballistic: Ecks vs. Sever,Shooter,Crawfish Interactive,7.3,0.1,2002-09-14
Baten Kaitos Origins,Role-Playing,tri-Crescendo / Monolith Soft,7.5,0.1,2006-09-25
Classic NES Series: Excitebike,Racing,Nintendo,6.4,0.1,2004-06-02
Shadow Tower,Role-Playing,From Software,5.7,0.1,1999-10-31
Shantae and the Pirate's Curse,Platform,WayForward Technologies,7.7,0.1,2016-10-18
NHL 2K6,Sports,Kush Games,7.3,0.1,2005-11-16
Aidyn Chronicles: The First Mage,Role-Playing,H2O Interactive,6.0,0.1,2001-03-14
The Godfather: Mob Wars,Action,Page 44,6.2,0.1,2006-09-19
Phantom Brave: The Hermuda Triangle,Role-Playing,Nippon Ichi Software,7.2,0.1,2011-03-08
Steel Battalion,Simulation,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",7.7,0.1,2002-11-21
Beach Spikers: Virtua Beach Volleyball,Sports,Sega-AM2,7.1,0.1,2002-08-12
The Legend of Heroes: Trails in the Sky,Role-Playing,Nihon Falcom Corporation,8.1,0.1,2011-03-29
Marvel Super Hero Squad: The Infinity Gauntlet,Action,THQ,4.8,0.1,2011-10-11
The King of Fighters: Dream Match 1999,Fighting,SNK Corporation,7.2,0.1,1999-09-30
Dead or Alive 5 Plus,Fighting,Team Ninja,8.0,0.1,2013-03-19
Marvel vs. Capcom: Clash of Super Heroes,Fighting,Capcom,8.5,0.1,1999-10-07
Dungeons & Dragons Tactics,Strategy,Kuju Entertainment,5.2,0.1,2007-08-14
Agatha Christie: The ABC Murders,Adventure,DreamCatcher Interactive,6.0,0.1,2009-11-04
"Warhammer 40,000: Dawn of War II - Chaos Rising",Strategy,Relic,8.6,0.1,2010-03-11
Bullet Witch,Shooter,Cavia Inc.,6.6,0.1,2007-02-27
Puzzle Chronicles,Puzzle,Infinite Interactive,6.5,0.1,2010-02-02
Lode Runner 3-D,Action,Big Bang,7.0,0.1,1999-01-01
Vandal Hearts II,Strategy,Konami,7.2,0.1,1999-11-30
Miami Law,Adventure,Gaijinworks,5.5,0.1,2009-06-09
Surf's Up,Sports,Ubisoft Montreal,6.2,0.1,2007-05-30
The Book of Unwritten Tales,Adventure,KING Art Games,7.9,0.1,2011-10-28
"Blast Works: Build, Trade, Destroy",Shooter,BudCat Creations,8.2,0.1,2008-06-11
The Elder Scrolls Online: Summerset,MMO,ZeniMax Online Studios,7.5,0.1,2018-05-21
NBA Ballers: Rebound,Sports,Backbone Entertainment,7.3,0.1,2006-05-09
Gretzky NHL,Sports,989 Sports,6.0,0.1,2005-03-14
Cubic Ninja,Platform,AQ Interactive,5.5,0.1,2011-06-14
NASCAR,Racing,EA Tiburon,7.2,0.1,2006-09-06
Blue Stinger,Adventure,Climax Entertainment,6.7,0.1,1999-08-31
Blue Dragon: Awakened Shadow,Role-Playing,Mistwalker Corporation / tri-Crescendo / Bird Studio,5.7,0.1,2010-05-18
The First Templar,Adventure,Haemimont Games,7.0,0.1,2011-05-10
Battle Fantasia,Fighting,Arc System Works,7.0,0.09999999999999999,2008-09-16
echochrome,Puzzle,SCE Japan Studio,7.6,0.09,2008-05-01
Harvest Moon: Boy & Girl,Simulation,Marvelous Interactive,6.1,0.09,2007-07-31
Halo 2,Shooter,Hired Gun,6.9,0.09,2007-05-31
Harvest Moon: Skytree Village,Simulation,Natsume,5.0,0.09,2016-11-08
F.E.A.R. Files,Shooter,TimeGate Studios/Day 1 Studios,6.9,0.09,2007-11-06
Zoids Assault,Strategy,Atlus Co.,5.2,0.09,2008-09-09
Ninja Gaiden Black,Action,Team Ninja,9.5,0.09,2005-09-20
The Legend of Heroes: A Tear of Vermillion,Role-Playing,Microvision,6.9,0.09,2005-11-15
Major League Baseball 2K9,Sports,Visual Concepts,6.0,0.09,2009-03-23
Dark Angel: Vampire Apocalypse,Role-Playing,Metro3D,4.6,0.09,2001-07-08
Henry Hatsworth in the Puzzling Adventure,Puzzle,EA Tiburon,9.1,0.09,2009-03-17
Rhapsody: A Musical Adventure,Role-Playing,Nippon Ichi Software,6.7,0.09,2008-09-23
Rocky,Fighting,Steel Monkeys,7.0,0.09,2002-11-17
Obscure: The Aftermath,Adventure,Hydravision Entertainment,6.5,0.09,2009-09-29
Ultimate Mortal Kombat,Fighting,Other Ocean Interactive,7.3,0.09,2007-11-12
Data East Arcade Classics,Misc,G1M2,5.0,0.09,2010-02-16
BIT.TRIP COMPLETE,Misc,Gaijin Games Inc.,8.1,0.09,2011-09-13
ChuChu Rocket!,Puzzle,Sonic Team,8.1,0.09,2001-06-10
Alien Hominid,Shooter,The Behemoth,8.3,0.09,2004-11-23
Def Jam Fight For NY: The Takeover,Action,Aki Corp,8.0,0.09,2006-08-29
Digimon World 4,Role-Playing,Bandai,5.2,0.09,2005-06-01
Bomberman Max 2: Blue Advance,Puzzle,Hudson Soft,7.3,0.09,2002-05-30
Ikaruga,Shooter,"Treasure Co., Ltd.",8.0,0.09,2003-04-15
Import Tuner Challenge (American sales),Racing,Genki,6.4,0.09,2006-09-26
Dungeons,Strategy,Kalypso Media,6.5,0.09,2011-02-10
Driver: Renegade,Racing,Ubisoft,3.5,0.09,2011-09-06
ShellShock 2: Blood Trails,Shooter,Rebellion Developments,3.2,0.09,2009-02-24
Spectral Force 3,Role-Playing,XPEC Entertainment,5.9,0.09,2008-07-29
Mahjong Cub3D,Puzzle,SunSoft,6.9,0.09,2011-10-11
Major League Baseball 2K7,Sports,Visual Concepts,6.3,0.09,2007-02-26
Codename Tenka,Shooter,Psygnosis,7.0,0.09,1997-05-31
Puchi Puchi Virus,Puzzle,Keys Factory,7.4,0.09,2009-05-20
Wild ARMs: Alter Code F,Role-Playing,Media.Vision,7.2,0.09,2005-11-15
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs the Soulless Army,Role-Playing,Atlus Co.,7.4,0.09,2006-10-10
Altered Beast: Guardian of the Realms,Action,3d6 Games,6.5,0.09,2002-11-23
Last Rebellion,Role-Playing,Hit Maker,4.8,0.09,2010-02-23
Skies of Arcadia,Role-Playing,Overworks,9.2,0.09,2000-11-13
Astro Boy: Omega Factor,Action,Hitmaker,8.8,0.09,2004-08-18
GripShift,Racing,Sidhe Interactive,7.1,0.09,2005-09-12
MetropolisMania,Strategy,Indi Software,6.8,0.09,2002-10-03
Mystic Heroes,Action,Koei,6.8,0.09,2002-09-30
Jimmie Johnson's Anything With an Engine,Racing,Isopod Labs,7.3,0.09,2011-11-01
50 Cent: Bulletproof,Action,High Voltage Software,5.5,0.09,2006-08-29
Ys I & II Chronicles,Role-Playing,Nihon Falcom Corporation,6.4,0.09,2011-02-22
Batman Beyond: Return of the Joker,Action,Kemco,2.0,0.09,2000-12-13
Hearts of Iron III,Strategy,Paradox Interactive,7.9,0.09,2009-08-11
R: Racing Evolution,Racing,Namco,6.1,0.08,2003-12-09
Gundam Seed: Battle Assault,Fighting,Bandai,6.5,0.08,2004-08-10
"Warhammer 40,000: Dawn of War II - Retribution",Strategy,Relic Entertainment,7.9,0.08,2011-03-01
Bomberman Jetters,Puzzle,Hudson Soft,7.2,0.08,2004-03-10
Exit,Puzzle,Taito Corporation,7.9,0.08,2006-02-14
Baroque,Role-Playing,Sting,5.2,0.08,2008-04-08
7 Wonders of the Ancient World,Puzzle,Hot Lava Games,5.4,0.08,2007-04-23
Soul Bubbles,Puzzle,Mekensleep,7.0,0.08,2008-06-10
Evolution Worlds,Role-Playing,Sting,6.5,0.08,2002-12-02
Crush,Puzzle,Zoe Mode,8.5,0.08,2007-05-29
Shin Megami Tensei: Digital Devil Saga 2,Role-Playing,Atlus Co.,8.1,0.08,2005-10-03
GT Advance 3: Pro Concept Racing,Racing,MTO,7.7,0.08,2002-04-26
Ultimate Fighting Championship: Throwdown,Fighting,Opus Studio,6.7,0.08,2002-07-29
Frantix,Puzzle,Killer Game,5.4,0.08,2005-09-19
Shonen Jump's One Piece: Pirates Carnival,Misc,High Horse Entertainment,4.6,0.08,2006-09-12
Shining Force: Resurrection of the Dark Dragon,Role-Playing,Amusement Vision,7.8,0.08,2004-06-08
NBA 10 The Inside,Sports,SCEA San Diego Studios,6.5,0.08,2009-10-06
Fatal Frame III: The Tormented,Action,Tecmo,7.7,0.08,2005-11-08
TrackMania DS,Racing,Firebrand Games,7.5,0.08,2009-03-17
America's Army: True Soldiers,Shooter,Red Storm Entertainment,4.5,0.08,2007-11-15
Line Rider 2: Unbound,Puzzle,InXile Entertainment,5.0,0.08,2008-09-16
Gradius Galaxies,Shooter,Mobile 21,7.8,0.08,2001-11-12
Gray Matter,Adventure,Wizarbox Studios,7.3,0.08,2011-02-22
Samurai Shodown Sen,Fighting,K2 LLC,4.8,0.08,2010-03-30
TimeSplitters: Future Perfect,Shooter,Free Radical Design,8.4,0.08,2005-03-21
New International Track & Field,Sports,Sumo Digital,7.4,0.08,2008-07-22
Earth Defense Force 2017,Shooter,Sandlot,7.4,0.08,2007-03-20
Urban Reign,Action,Namco,7.5,0.08,2005-09-13
Koudelka,Role-Playing,Sacnoth,6.5,0.08,1999-11-30
Godzilla Generations,Action,General Entertainment,3.2,0.08,1998-11-27
Batman: Dark Tomorrow,Action,"HotGen, Ltd.",2.3,0.08,2003-03-25
Bangai-O Spirits,Shooter,"Treasure Co., Ltd.",8.4,0.08,2008-08-12
Boxing Fever,Sports,Digital Fiction,7.2,0.08,2001-10-11
Super Street Fighter IV: Arcade Edition,Fighting,Capcom / Dimps Corporation,8.5,0.08,2011-07-05
Hammerin' Hero,Action,Irem Software Engineering,7.0,0.08,2009-04-07
Wetrix,Puzzle,Zed Two Limited,8.6,0.08,1998-06-12
Resident Evil 3: Nemesis,Action,Capcom,6.5,0.08,2003-01-15
Ogre Battle Series: Tactics Ogre,Role-Playing,Quest Corporation,7.9,0.08,1998-05-01
P.N.03 - Product Number Three,Shooter,Capcom Production Studio 4,6.3,0.08,2003-09-09
Nano Assault,Shooter,Shin'en Multimedia,6.0,0.08,2011-12-01
Conflict: Desert Storm,Shooter,Pivotal Games,6.3,0.08,2003-04-22
C.O.P.: The Recruit,Action,Ubisoft,5.7,0.08,2009-11-03
Elebits: The Adventures of Kai and Zero,Adventure,Konami,7.45,0.08,2009-01-06
Ephemeral Fantasia,Role-Playing,Konami,5.7,0.08,2001-07-09
Stella Deus: The Gate of Eternity,Strategy,Pinegrow,7.3,0.08,2005-04-26
The King of Fighters EX2: Howling Blood,Fighting,Marvelous Interactive,7.9,0.08,2003-12-11
Phantasy Star Online Episode III: C.A.R.D. Revolution,Role-Playing,Sonic Team,7.4,0.08,2004-03-02
ARK: Survival Evolved,Action-Adventure,Studio Wildcard,4.0,0.08,2018-11-30
Ultimate Ghosts 'n Goblins,Platform,Capcom,7.3,0.08,2006-08-29
Infernal: Hell's Vengeance,Shooter,Metropolis Software,4.4,0.08,2009-06-30
Iggy's Reckin' Balls,Racing,Iguana Entertainment,6.8,0.08,1998-08-24
A-Train,Strategy,ArtDink,6.0,0.08,1996-01-01
Air Conflicts: Secret Wars,Simulation,Games Farm,6.0,0.08,2011-09-28
Dragon Valor,Role-Playing,Namco,6.1,0.07,2000-10-16
Wallace & Gromit in Project Zoo,Platform,Frontier Developments,6.6,0.07,2003-10-14
Anubis II,Platform,Data Design Interactive,1.5,0.07,2007-09-18
Classic NES Series: Metroid,Adventure,Nintendo R&D1,5.2,0.07,2004-10-25
Football Manager 2010,Sports,Sports Interactive,8.7,0.07,2009-11-03
Firefighter F.D.18,Action,Konami Computer Entertainment Tokyo,5.9,0.07,2004-03-09
Full Spectrum Warrior: Ten Hammers,Strategy,Pandemic Studios,5.5,0.07,2006-03-28
BlazBlue: Cross Tag Battle,Fighting,Arc System Works,8.0,0.07,2018-06-05
Shadowgate 64: Trials of the Four Towers,Adventure,Infinite Ventures,5.4,0.07,1999-05-31
WRC 2: FIA World Rally Championship,Racing,Milestone S.r.l,5.8,0.07,2011-10-14
Blast Radius,Action,Pitbull Syndicate,6.6,0.07,1999-02-24
Centipede / Breakout / Warlords,Misc,Epicenter Interactive,5.6,0.07,2005-08-21
Dragoneer's Aria,Role-Playing,Hit Maker,5.2,0.07,2007-08-21
Gladius,Strategy,LucasArts,8.3,0.07,2003-11-03
WipEout HD Fury,Racing,Studio Liverpool,9.1,0.07,2009-10-14
The Rub Rabbits!,Puzzle,Sonic Team,7.3,0.07,2006-02-13
Torchlight,Role-Playing,Runic Games,8.4,0.07,2009-10-27
Culdcept Revolt,Strategy,OmiyaSoft,7.3,0.07,2017-10-03
Dream Trigger 3D,Shooter,Art Corporation,5.7,0.07,2011-05-10
MotorStorm RC,Racing,Evolution Studios,8.1,0.07,2012-03-06
Frogger Advance: The Great Quest,Action,KCEA,5.5,0.07,2002-05-26
RPG Maker: Fes,Role-Playing,Kadokawa Games,7.0,0.07,2017-06-27
Disney's Donald Duck Advance,Platform,Ubisoft,6.5,0.07,2001-11-15
C: The Contra Adventure,Shooter,Appaloosa Interactive,4.2,0.07,1998-09-01
ZooCube,Puzzle,PuzzleKings,7.75,0.07,2002-05-14
Gunstar Super Heroes,Shooter,"Treasure Co., Ltd.",8.0,0.07,2005-10-25
Cooking Mama: Sweet Shop,Simulation,Office Create,6.0,0.07,2017-05-16
"Flower, Sun, and Rain",Adventure,High Horse Entertainment,5.7,0.07,2009-06-15
Poi,Platform,Polykid,5.0,0.07,2017-02-01
Boxing,Fighting,A1 Games,5.9,0.07,2001-05-14
Midway Arcade Treasures 3,Misc,Digital Eclipse,6.1,0.07,2005-10-26
Vanguard Bandits,Strategy,S-Neo,6.4,0.07,2000-04-29
Smashing Drive,Racing,Point of View,4.7,0.07,2002-02-18
Fable: The Lost Chapters,Role-Playing,Lionhead Studios,8.3,0.07,2005-09-20
Bomberman Max 2: Red Advance,Puzzle,Hudson Soft,7.5,0.07,2002-05-30
The King of Fighters: Evolution,Fighting,SNK Corporation,7.6,0.07,2001-05-10
Aero Gauge,Racing,Locomotive Games,4.5,0.07,1998-05-21
Battlezone: Rise of the Black Dogs,Strategy,Climax Group,7.3,0.07,2000-03-30
Circuit Breakers,Racing,Supersonic Software,5.9,0.07,1998-09-02
Buster Bros. Collection,Puzzle,Mitchell,6.9,0.07,1997-04-18
Alexi Lalas International Soccer,Sports,Z-Axis,4.4,0.07,1999-04-30
All-Star Baseball 2004,Sports,Acclaim Entertainment,7.4,0.07,2003-02-23
Kengo: Legend of The 9,Fighting,Genki,4.8,0.07,2007-09-11
Crazy Taxi 2,Racing,Hitmaker,8.3,0.07,2001-05-28
Ultimate Marvel vs. Capcom 3,Fighting,Capcom,8.3,0.07,2011-11-15
Worms 3D,Strategy,Team17 Software,7.5,0.07,2004-03-11
Spot Goes to Hollywood,Platform,Eurocom Entertainment Software,4.4,0.07,1996-11-30
Again,Adventure,Cing,6.0,0.07,2010-03-30
Dave Mirra BMX Challenge,Sports,Left Field Productions,3.5,0.07,2006-11-02
Rogue Trooper: Quartz Zone Massacre,Shooter,Rebellion Developments,8.0,0.07,2009-11-24
Disaster: Day of Crisis,Action,Monolith Soft,6.4,0.07,2008-10-24
Dino Master: Dig Discover Duel,Strategy,Creative Office,2.5,0.07,2006-05-25
Burnout Paradise: The Ultimate Box,Racing,Criterion Games,9.0,0.07,2009-02-06
Ride 3,Racing,Milestone S.r.l.,7.3,0.07,2018-11-30
The Lord of the Rings: The Battle for Middle-Earth II,Strategy,EA Los Angeles,8.1,0.07,2006-07-05
Tom Clancy's Ghost Recon 2,Shooter,Red Storm Entertainment,5.7,0.07,2005-03-15
Obscure,Adventure,Hydravision Entertainment,6.8,0.07,2005-04-06
Risen 3: Titan Lords Enhanced Edition,Role-Playing,Piranha Bytes,1.0,0.07,2015-08-21
Sushi Striker: The Way of Sushido,Puzzle,Indies Zero,7.9,0.07,2018-06-08
Alex Rider: Stormbreaker,Action,Altron,4.0,0.07,2006-10-02
Batman: Rise of Sin Tzu,Action,Ubisoft Montreal,5.5,0.07,2003-10-27
TMNT: Mutant Melee,Fighting,Konami Computer Entertainment Hawaii,4.2,0.07,2005-03-16
Zombi,Action,Ubisoft Montpellier,7.5,0.07,2015-08-18
Tank! Tank! Tank!,Misc,Namco Bandai Games,4.7,0.07,2012-11-18
Xbox Live Arcade Unplugged Volume 1,Misc,Various,7.4,0.07,2006-09-05
Haunting Ground,Action,Capcom Production Studio 1,6.6,0.07,2005-05-10
Zoo Tycoon 2,Strategy,Blue Fang Games,7.2,0.06,2004-11-11
Zatch Bell! Mamodo Battles,Fighting,Eighting,7.0,0.06,2005-10-19
Wreckless: ThE YaKuza MisSiOns,Racing,Stealth Studios,6.4,0.06,2002-11-13
Guilty Gear X: Advance Edition,Fighting,Arc System Works,7.3,0.06,2002-08-29
Hot Wheels: Burnin' Rubber,Racing,Altron,8.0,0.06,2001-11-21
Disgaea 1 Complete,Role-Playing,Nippon Ichi Software,8.0,0.06,2018-10-09
Spy Games: Elevator Mission,Shooter,Tommo,2.0,0.06,2007-11-16
Intellivision Lives!,Misc,Realtime Associates,6.4,0.06,2004-11-04
Izuna 2: The Unemployed Ninja Returns,Role-Playing,Ninja Studio,6.9,0.06,2008-07-22
Disney's Magical Quest 2 Starring Mickey and Minnie,Action,Capcom,5.6,0.06,2003-11-12
Sudoku Ball Detective,Puzzle,WhiteBear Studios,5.0,0.06,2009-09-22
Crimson Gem Saga,Role-Playing,"IronNos Co., Ltd.",7.3,0.06,2009-05-26
July,Adventure,Fortyfive,4.8,0.06,1998-11-27
Kabuki Warriors,Action,Light Weight,1.0,0.06,2001-11-19
Animorphs: Shattered Reality,Action,Single Trac,3.5,0.06,2000-09-06
Another Code R: A Journey into Lost Memories,Adventure,Cing,5.9,0.06,2009-06-26
S.T.A.L.K.E.R.: Call of Pripyat,Shooter,GSC Game World,8.0,0.06,2010-02-02
The Next BIG Thing,Adventure,Pendulo Studio,6.8,0.06,2011-04-21
Viewtiful Joe: Red Hot Rumble,Action,Clover Studio,6.2,0.06,2005-11-08
Broken Sword II: The Smoking Mirror,Adventure,Revolution Software,7.3,0.06,1999-11-14
Broken Sword: The Shadow of the Templars,Adventure,Revolution Software Ltd.,8.1,0.06,2002-03-17
Bubble Bobble: Old & New,Puzzle,Taito Corporation,5.5,0.06,2004-09-28
Atelier Iris 2: The Azoth Of Destiny,Role-Playing,Gust,6.8,0.06,2006-04-25
Asterix and Obelix XXL2,Action-Adventure,Microids,6.5,0.06,2018-11-29
Rooms: The Main Building,Adventure,Hudson Soft,7.0,0.06,2010-03-23
Vampire Rain: Altered Species,Action,Artoon,3.5,0.06,2008-09-02
From The Abyss,Role-Playing,Sonic Powered,7.3,0.06,2008-08-26
Lost Sphear,Role-Playing,Tokyo RPG Factory,6.25,0.06,2018-01-23
Lost Kingdoms II,Role-Playing,From Software,6.6,0.06,2003-05-21
Lord of Magna: Maiden Heaven,Role-Playing,Marvelous,7.0,0.06,2015-06-02
LEGO Bionicle,Platform,Saffire Corporation,6.4,0.06,2001-10-03
Amazing Island,Strategy,Hitmaker,7.1,0.06,2004-08-25
Generation of Chaos,Role-Playing,Neverland,5.9,0.06,2006-02-28
Octomania,Puzzle,Compile Heart,6.7,0.06,2008-03-31
Age of Mythology: The Titans,Strategy,Ensemble Studios,8.2,0.06,2003-09-30
BattleBots: Beyond the BattleBox,Action,Cave Barn Studios,5.8,0.06,2002-12-10
One Piece: Pirate Warriors 3 - Deluxe Edition,Action,Omega Force,8.5,0.06,2018-05-11
Neon Genesis Evangelion,Action,Bandai,5.6,0.06,1999-06-25
Rayman: Hoodlum's Revenge,Platform,Ubisoft,6.2,0.06,2005-03-15
RPG Maker 3,Role-Playing,Runtime,7.0,0.06,2005-09-21
Men of War: Assault Squad,Strategy,Digitalmindsoft,8.0,0.06,2011-02-25
Desert Strike Advance,Simulation,BudCat Creations,6.8,0.06,2002-05-08
PenPen TriIceLon,Racing,Team Land Ho!,5.8,0.06,1999-09-09
Resident Evil - Code: Veronica X,Action,Capcom,5.6,0.06,2003-12-03
Dance Dance Revolution: Mario Mix (JP sales),Simulation,Konami,7.5,0.06,2005-10-24
Mana Khemia: Alchemists of Al-Revis,Role-Playing,Gust,6.6,0.06,2008-04-01
Cities XL 2012,Strategy,Monte Cristo Multimedia,6.0,0.06,2011-10-20
Monster Tale,Platform,DreamRift,7.7,0.06,2011-03-22
Championship Surfer,Sports,Krome Studios,7.2,0.06,2000-12-04
3D Lemmings,Puzzle,Clockwork Games,7.0,0.06,1995-11-01
Big Bang Mini,Shooter,Arkedo Studio,8.0,0.06,2009-01-21
Age of Empires Online,Strategy,Microsoft Game Studios,7.0,0.06,2011-08-16
Tom Clancy's Rainbow Six 3,Shooter,Ubisoft Montreal / Red Storm Entertainment,6.5,0.06,2004-06-17
Drill Dozer,Platform,Game Freak,7.9,0.05,2006-02-06
Assassin's Creed: Altair's Chronicles,Action,Gameloft,5.7,0.05,2008-02-05
Back to the Future: The Game,Adventure,Telltale Games,7.55,0.05,2011-10-25
Devil's Third,Action,Valhalla Game Studios,3.8,0.05,2015-12-11
Capcom vs. SNK: Millennium Fight 2000 Pro,Fighting,Capcom,6.9,0.05,2001-06-14
American Bass Challenge,Sports,Starfish,6.7,0.05,2001-12-05
Shrek Super Party,Misc,Mass Media,4.9,0.05,2003-05-30
The Grim Adventures Of Billy & Mandy,Action,High Voltage Software,6.6,0.05,2006-11-16
